Campaign,Campaign type,Campaign start date,Campaign end date,Audience segment,Audience segment type,Clicks,Impr.,CTR,TrueView view rate
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Organic Food Production,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 9 - Agriculture - 7.19-8.19 #2,Demand Gen,24-Jan-26,15-Feb-26,University Education,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology › Technophiles › Cloud Services Power Users,Affinity segment,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology,Affinity segment,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Employment › Government & Public Sector Jobs,In-market segment,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Government Contract Opportunities,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - DOT Conference (Bridges Video) - 8.15-8.30 #2,Demand Gen,24-Jan-26,15-Feb-26,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,24-Jan-26,15-Feb-26,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,24-Jan-26,15-Feb-26,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,24-Jan-26,15-Feb-26,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,24-Jan-26,15-Feb-26,College Campuses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,24-Jan-26,15-Feb-26,College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,24-Jan-26,15-Feb-26,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,24-Jan-26,15-Feb-26,Research Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,24-Jan-26,15-Feb-26,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 15 - Birth of AI 2 - 10.10-11.10 #2,Demand Gen,24-Jan-26,15-Feb-26,University,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology,Affinity segment,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology › Technophiles,Affinity segment,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,24-Jan-26,15-Feb-26,Employment › Industry › Education Sector,Detailed demographics,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,24-Jan-26,15-Feb-26,Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,24-Jan-26,15-Feb-26,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,24-Jan-26,15-Feb-26,Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Awareness - Video - 1.14.2025 - 1.31.2025 #2,Demand Gen,24-Jan-26,15-Feb-26,Robotics,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology,Affinity segment,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology › Technophiles,Affinity segment,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,24-Jan-26,15-Feb-26,Employment › Industry › Education Sector,Detailed demographics,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,24-Jan-26,15-Feb-26,Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,24-Jan-26,15-Feb-26,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning and Big Data Analytics,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,24-Jan-26,15-Feb-26,Neural Networks,Custom intent segment: auto-created,0,0,0,0
UCM - Brand Lift - Video - 1.14-1.23 #2,Demand Gen,24-Jan-26,15-Feb-26,Robotics,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology,Affinity segment,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,College Graduation › Graduating Soon,Life event,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,College Graduation › Recently Graduated,Life event,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Employment › Industry › Technology Industry,Detailed demographics,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Astronomy and Space Science,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,College Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,College Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Galaxy Books and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Higher Education,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Higher Education Courses,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,International Space Station,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,NASA News and Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Rockets,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Space Program Launch Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,Universities,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 7 Cosmos - 6.11.2024 - 7.11.2024 #2,Demand Gen,24-Jan-26,15-Feb-26,AI in CMU,Custom segment,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology,Affinity segment,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education › Health Care Education,In-market segment,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education,In-market segment,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Education › Post-Secondary Education › Technology Education,In-market segment,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Employment › Industry › Healthcare Industry,Detailed demographics,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Carnegie Mellon University Information,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Central Michigan University,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - Podcast Episode 12 - AI Care Part 2 - 9.17 - 10.17 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,24-Jan-26,15-Feb-26,Lifestyles & Hobbies › Business Professionals,Affinity segment,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,24-Jan-26,15-Feb-26,Employment › Government & Public Sector Jobs,In-market segment,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,24-Jan-26,15-Feb-26,AI Chatbot,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,24-Jan-26,15-Feb-26,Artificial Intelligence Programs and Information,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,24-Jan-26,15-Feb-26,Business Advice,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,24-Jan-26,15-Feb-26,Business Guides,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,24-Jan-26,15-Feb-26,Business Incorporation Information and Resources,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,24-Jan-26,15-Feb-26,Business Opportunities,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,24-Jan-26,15-Feb-26,Deep Learning,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,24-Jan-26,15-Feb-26,Information Technology,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,24-Jan-26,15-Feb-26,Intelligent Robots,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,24-Jan-26,15-Feb-26,Machine Learning,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology Events,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology News,Custom intent segment: auto-created,0,0,0,0
UCM - AI Horizon Campaign Video - 10.12-10.16 #2,Demand Gen,24-Jan-26,15-Feb-26,Technology News and Trends,Custom intent segment: auto-created,0,0,0,0
